87, 43, 54, 0
112, 131, 173, 0
38, 129, 72, 1
48, 220, 188, 1
164, 54, 104, 2
179, 123, 230, 2
129, 24, 42, 3
162, 101, 134, 3
3, 207, 196, 4
8, 255, 255, 4
